yearID,Rank,G,W,L,LgWin,WSWin,R,AB,H,BB,SB,ER,ERA,HA,E,DP,name,attendance,BPF,PPF
2008,1,161,97,64,N,N,855,5588,1552,636,87.0,624,3.87,1329,99,118.0,Chicago Cubs,3300200.0,108,107
2008,5,162,74,88,N,N,704,5465,1351,560,85.0,729,4.55,1542,114,156.0,Cincinnati Reds,2058632.0,102,103
2008,3,162,81,81,N,N,805,5543,1455,560,77.0,711,4.45,1530,94,182.0,Cleveland Indians,2169760.0,98,98
2008,3,162,74,88,N,N,747,5557,1462,570,141.0,766,4.77,1547,96,176.0,Colorado Rockies,2650218.0,109,109
2008,5,162,74,88,N,N,821,5641,1529,572,63.0,786,4.9,1541,113,172.0,Detroit Tigers,3202645.0,103,103
2008,3,161,84,77,N,N,770,5499,1397,543,76.0,707,4.43,1421,117,122.0,Florida Marlins,1335076.0,101,101
2008,3,161,86,75,N,N,712,5451,1432,449,114.0,691,4.36,1453,67,142.0,Houston Astros,2779487.0,98,98
2008,4,162,75,87,N,N,691,5608,1507,392,79.0,720,4.48,1473,96,159.0,Kansas City Royals,1578922.0,98,100
2008,1,162,100,62,N,N,765,5540,1486,481,129.0,644,3.99,1455,91,159.0,Los Angeles Angels of Anaheim,3336747.0,103,102
2008,1,162,84,78,N,N,700,5506,1455,543,126.0,591,3.68,1381,101,138.0,Los Angeles Dodgers,3730553.0,98,97
2008,2,162,90,72,N,N,750,5535,1398,550,108.0,623,3.85,1415,101,160.0,Milwaukee Brewers,3068458.0,98,98
2008,2,163,88,75,N,N,829,5641,1572,529,102.0,675,4.16,1568,108,168.0,Minnesota Twins,2302431.0,96,96
2008,3,162,89,73,N,N,789,5572,1512,535,118.0,685,4.28,1478,83,141.0,New York Yankees,4298655.0,103,102
2008,2,162,89,73,N,N,799,5606,1491,619,138.0,662,4.07,1415,83,126.0,New York Mets,4042045.0,99,98
2008,3,161,75,86,N,N,646,5451,1318,574,88.0,640,4.01,1364,98,169.0,Oakland Athletics,1665256.0,95,95
2008,1,162,92,70,Y,Y,799,5509,1407,586,136.0,625,3.88,1444,90,142.0,Philadelphia Phillies,3422583.0,103,102
2008,6,162,67,95,N,N,735,5628,1454,474,57.0,822,5.08,1631,107,179.0,Pittsburgh Pirates,1609076.0,96,98
2008,5,162,63,99,N,N,637,5568,1390,518,36.0,714,4.41,1466,85,149.0,San Diego Padres,2427535.0,88,88
2008,4,162,61,101,N,N,671,5643,1498,417,90.0,754,4.73,1544,99,160.0,Seattle Mariners,2329702.0,97,97
2008,4,162,72,90,N,N,640,5543,1452,452,108.0,701,4.38,1416,96,129.0,San Francisco Giants,2863837.0,102,103
2008,4,162,86,76,N,N,779,5636,1585,577,73.0,677,4.19,1517,85,156.0,St. Louis Cardinals,3432917.0,99,99
2008,1,162,97,65,Y,N,774,5541,1443,626,142.0,618,3.82,1349,90,153.0,Tampa Bay Rays,1811986.0,101,101
2008,2,162,79,83,N,N,901,5728,1619,595,81.0,860,5.37,1647,132,191.0,Texas Rangers,1945677.0,102,102
2008,4,162,86,76,N,N,714,5503,1453,521,80.0,561,3.49,1330,84,137.0,Toronto Blue Jays,2399786.0,98,97
2008,5,161,59,102,N,N,641,5491,1376,534,81.0,742,4.66,1496,123,143.0,Washington Nationals,2320400.0,99,100
2009,5,162,70,92,N,N,720,5565,1408,571,102.0,711,4.42,1470,124,133.0,Arizona Diamondbacks,2128765.0,105,106
2009,3,162,86,76,N,N,735,5539,1459,602,58.0,581,3.57,1399,96,159.0,Atlanta Braves,2373631.0,99,98
2009,5,162,64,98,N,N,741,5618,1508,517,76.0,817,5.15,1633,90,151.0,Baltimore Orioles,1907163.0,101,102
2009,2,162,95,67,N,N,872,5543,1495,659,126.0,695,4.35,1494,82,121.0,Boston Red Sox,3062699.0,106,105
2009,3,162,79,83,N,N,724,5463,1410,534,113.0,663,4.14,1438,113,158.0,Chicago White Sox,2284163.0,105,105
2009,2,161,83,78,N,N,707,5486,1398,592,56.0,616,3.84,1329,105,144.0,Chicago Cubs,3168859.0,107,106
2009,4,162,78,84,N,N,673,5462,1349,531,96.0,677,4.18,1420,89,161.0,Cincinnati Reds,1747919.0,100,100
2009,4,162,65,97,N,N,773,5568,1468,582,84.0,806,5.06,1570,97,170.0,Cleveland Indians,1766242.0,95,95
2009,2,162,92,70,N,N,804,5398,1408,660,106.0,675,4.22,1427,87,146.0,Colorado Rockies,2665080.0,112,112
2009,2,163,86,77,N,N,743,5540,1443,540,72.0,690,4.29,1449,88,164.0,Detroit Tigers,2567165.0,101,102
2009,2,162,87,75,N,N,772,5572,1493,568,75.0,690,4.29,1425,106,129.0,Florida Marlins,1464109.0,102,102
2009,5,162,74,88,N,N,643,5436,1415,448,113.0,722,4.54,1521,78,161.0,Houston Astros,2521076.0,98,98
2009,4,162,65,97,N,N,686,5532,1432,457,88.0,765,4.83,1486,117,159.0,Kansas City Royals,1797891.0,97,99
2009,1,162,97,65,N,N,883,5622,1604,547,148.0,715,4.45,1513,85,174.0,Los Angeles Angels of Anaheim,3240386.0,99,98
2009,1,162,95,67,N,N,780,5592,1511,607,116.0,558,3.41,1265,83,134.0,Los Angeles Dodgers,3761655.0,96,95
2009,3,162,80,82,N,N,785,5510,1447,610,68.0,770,4.83,1498,98,149.0,Milwaukee Brewers,3037451.0,98,98
2009,1,163,87,76,N,N,817,5608,1539,585,85.0,726,4.5,1542,76,135.0,Minnesota Twins,2416237.0,99,98
2009,1,162,103,59,Y,Y,915,5660,1604,663,111.0,687,4.26,1386,86,131.0,New York Yankees,3719358.0,105,103
2009,4,162,70,92,N,N,671,5453,1472,526,122.0,705,4.45,1452,97,134.0,New York Mets,3168571.0,97,97
2009,4,162,75,87,N,N,759,5584,1464,527,133.0,685,4.26,1486,105,155.0,Oakland Athletics,1408783.0,99,99
2009,1,162,93,69,Y,N,820,5578,1439,589,119.0,673,4.16,1479,76,132.0,Philadelphia Phillies,3600693.0,101,100
2009,6,161,62,99,N,N,636,5417,1364,499,90.0,723,4.59,1491,73,171.0,Pittsburgh Pirates,1577853.0,98,99
2009,4,162,75,87,N,N,638,5425,1315,586,82.0,704,4.37,1422,94,146.0,San Diego Padres,1919603.0,90,90
2009,3,162,85,77,N,N,640,5543,1430,421,89.0,625,3.87,1359,105,150.0,Seattle Mariners,2195533.0,94,96
2009,3,162,88,74,N,N,657,5493,1411,392,78.0,571,3.55,1268,88,138.0,San Francisco Giants,2862110.0,102,102
2009,1,162,91,71,N,N,730,5465,1436,528,75.0,586,3.66,1407,96,167.0,St. Louis Cardinals,3343252.0,98,97
2009,3,162,84,78,N,N,803,5462,1434,642,194.0,686,4.33,1421,98,135.0,Tampa Bay Rays,1874962.0,98,97
2009,2,162,87,75,N,N,784,5526,1436,472,149.0,698,4.38,1432,106,168.0,Texas Rangers,2156016.0,104,104
2009,4,162,75,87,N,N,798,5696,1516,548,73.0,720,4.47,1509,76,168.0,Toronto Blue Jays,1876129.0,100,99
2009,5,162,59,103,N,N,710,5493,1416,617,73.0,791,5.0,1533,143,155.0,Washington Nationals,1817226.0,99,101
2010,5,162,65,97,N,N,713,5473,1366,589,86.0,765,4.81,1503,102,152.0,Arizona Diamondbacks,2056941.0,104,105
2010,2,162,91,71,N,N,738,5463,1411,634,63.0,569,3.56,1326,126,166.0,Atlanta Braves,2510119.0,98,97
2010,5,162,66,96,N,N,613,5554,1440,424,76.0,733,4.59,1508,105,141.0,Baltimore Orioles,1733018.0,101,102
2010,3,162,89,73,N,N,818,5646,1511,587,68.0,679,4.2,1402,111,132.0,Boston Red Sox,3046443.0,106,105
2010,2,162,88,74,N,N,752,5484,1467,467,160.0,658,4.09,1471,103,158.0,Chicago White Sox,2194378.0,105,105
2010,5,162,75,87,N,N,685,5512,1414,479,55.0,668,4.18,1409,126,137.0,Chicago Cubs,3062973.0,108,108
2010,1,162,91,71,N,N,790,5579,1515,522,93.0,648,4.01,1404,72,142.0,Cincinnati Reds,2060550.0,99,99
2010,4,162,69,93,N,N,646,5487,1362,545,91.0,684,4.3,1477,110,179.0,Cleveland Indians,1394812.0,93,93
2010,3,162,83,79,N,N,770,5530,1452,585,99.0,663,4.14,1405,101,182.0,Colorado Rockies,2875245.0,115,115
2010,3,162,81,81,N,N,751,5643,1515,546,69.0,690,4.3,1445,109,171.0,Detroit Tigers,2461237.0,101,101
2010,3,162,80,82,N,N,719,5531,1403,514,92.0,652,4.08,1433,123,130.0,Florida Marlins,1535226.0,105,104
2010,4,162,76,86,N,N,611,5452,1348,415,100.0,654,4.09,1446,103,135.0,Houston Astros,2331490.0,95,96
2010,5,162,67,95,N,N,676,5604,1534,471,115.0,794,4.97,1553,121,138.0,Kansas City Royals,1615324.0,99,101
2010,3,162,80,82,N,N,681,5488,1363,466,104.0,651,4.04,1422,113,116.0,Los Angeles Angels of Anaheim,3250816.0,98,98
2010,4,162,80,82,N,N,667,5426,1368,533,92.0,643,4.01,1323,98,124.0,Los Angeles Dodgers,3562320.0,95,95
2010,3,162,77,85,N,N,750,5606,1471,546,81.0,733,4.58,1487,101,142.0,Milwaukee Brewers,2776531.0,98,98
2010,1,162,94,68,N,N,781,5568,1521,559,68.0,638,3.95,1493,78,150.0,Minnesota Twins,3223640.0,101,100
2010,2,162,95,67,N,N,859,5567,1485,662,103.0,651,4.06,1349,69,161.0,New York Yankees,3765807.0,105,103
2010,4,162,79,83,N,N,656,5465,1361,502,130.0,597,3.7,1438,87,159.0,New York Mets,2559738.0,97,97
2010,2,162,81,81,N,N,663,5448,1396,527,156.0,566,3.56,1315,99,147.0,Oakland Athletics,1418391.0,100,100
2010,1,162,97,65,N,N,772,5581,1451,560,108.0,594,3.67,1402,83,158.0,Philadelphia Phillies,3647249.0,101,100
2010,6,162,57,105,N,N,587,5386,1303,463,87.0,784,5.0,1567,127,120.0,Pittsburgh Pirates,1613399.0,99,101
2010,2,162,90,72,N,N,665,5434,1338,538,124.0,549,3.39,1305,72,141.0,San Diego Padres,2131774.0,91,91
2010,4,162,61,101,N,N,513,5409,1274,459,142.0,628,3.93,1402,110,145.0,Seattle Mariners,2085488.0,93,95
2010,1,162,92,70,Y,Y,697,5488,1411,487,55.0,546,3.36,1279,73,110.0,San Francisco Giants,3037443.0,101,101
2010,2,162,86,76,N,N,736,5542,1456,541,79.0,577,3.57,1412,99,172.0,St. Louis Cardinals,3301218.0,97,97
2010,1,162,96,66,N,N,802,5439,1343,672,172.0,611,3.78,1347,85,134.0,Tampa Bay Rays,1843445.0,96,95
2010,1,162,90,72,Y,N,787,5635,1556,511,123.0,636,3.93,1355,105,133.0,Texas Rangers,2505171.0,105,104
2010,4,162,85,77,N,N,755,5495,1364,471,58.0,676,4.22,1407,92,172.0,Toronto Blue Jays,1625555.0,100,100
2010,5,162,69,93,N,N,655,5418,1355,503,110.0,658,4.13,1469,127,148.0,Washington Nationals,1828066.0,99,100
2011,1,162,94,68,N,N,731,5421,1357,531,133.0,609,3.8,1414,90,131.0,Arizona Diamondbacks,2105432.0,107,106
2011,2,162,89,73,N,N,641,5528,1345,504,77.0,572,3.48,1332,83,131.0,Atlanta Braves,2372940.0,98,98
2011,5,162,69,93,N,N,708,5585,1434,452,81.0,786,4.89,1568,110,159.0,Baltimore Orioles,1755461.0,96,97
2011,3,162,90,72,N,N,875,5710,1600,578,102.0,680,4.2,1366,92,120.0,Boston Red Sox,3054001.0,106,105
2011,3,162,79,83,N,N,654,5502,1387,475,81.0,665,4.1,1463,79,129.0,Chicago White Sox,2001117.0,99,100
2011,5,162,71,91,N,N,654,5549,1423,425,69.0,690,4.33,1439,134,128.0,Chicago Cubs,3017966.0,96,97
2011,3,162,79,83,N,N,735,5612,1438,535,97.0,678,4.16,1414,91,146.0,Cincinnati Reds,2213588.0,107,106
2011,2,162,80,82,N,N,704,5509,1380,494,89.0,683,4.23,1482,110,130.0,Cleveland Indians,1840835.0,96,97
2011,4,162,73,89,N,N,735,5544,1429,555,118.0,713,4.43,1471,98,156.0,Colorado Rockies,2909777.0,116,116
2011,1,162,95,67,N,N,787,5563,1540,521,49.0,647,4.04,1406,103,148.0,Detroit Tigers,2642045.0,103,102
2011,5,162,72,90,N,N,625,5508,1358,542,95.0,640,3.95,1403,93,126.0,Florida Marlins,1477462.0,99,100
2011,6,162,56,106,N,N,615,5598,1442,401,118.0,719,4.51,1477,116,140.0,Houston Astros,2067016.0,102,104
2011,4,162,71,91,N,N,730,5672,1560,442,153.0,716,4.44,1487,95,149.0,Kansas City Royals,1724450.0,101,101
2011,2,162,86,76,N,N,667,5513,1394,442,135.0,581,3.57,1388,93,157.0,Los Angeles Angels of Anaheim,3166321.0,93,93
2011,3,161,82,79,N,N,644,5436,1395,498,126.0,563,3.54,1287,85,121.0,Los Angeles Dodgers,2935139.0,98,98
2011,1,162,96,66,N,N,721,5447,1422,481,94.0,582,3.63,1348,111,130.0,Milwaukee Brewers,3071373.0,103,102
2011,5,162,63,99,N,N,619,5487,1357,440,92.0,724,4.58,1564,119,153.0,Minnesota Twins,3168116.0,95,97
2011,1,162,97,65,N,N,867,5518,1452,627,147.0,605,3.73,1423,102,141.0,New York Yankees,3653680.0,108,106
2011,4,162,77,85,N,N,718,5600,1477,571,130.0,674,4.19,1482,116,126.0,New York Mets,2352596.0,98,98
2011,3,162,74,88,N,N,645,5452,1330,509,117.0,597,3.71,1380,124,145.0,Oakland Athletics,1476791.0,97,98
2011,1,162,102,60,N,N,713,5579,1409,539,96.0,495,3.02,1320,74,135.0,Philadelphia Phillies,3680718.0,105,103
2011,4,162,72,90,N,N,610,5421,1325,489,108.0,650,4.04,1513,112,154.0,Pittsburgh Pirates,1940429.0,96,97
2011,5,162,71,91,N,N,593,5417,1284,501,170.0,551,3.42,1324,94,139.0,San Diego Padres,2143018.0,92,92
2011,4,162,67,95,N,N,556,5421,1263,435,125.0,621,3.9,1369,108,152.0,Seattle Mariners,1939421.0,94,95
2011,2,162,86,76,N,N,570,5486,1327,448,85.0,522,3.2,1260,104,127.0,San Francisco Giants,3387303.0,89,89
2011,2,162,90,72,Y,Y,762,5532,1513,542,57.0,608,3.74,1461,116,167.0,St. Louis Cardinals,3093954.0,95,94
2011,2,162,91,71,N,N,707,5436,1324,571,155.0,577,3.58,1263,73,138.0,Tampa Bay Rays,1529188.0,92,92
2011,1,162,96,66,Y,N,855,5659,1599,475,143.0,607,3.79,1327,114,164.0,Texas Rangers,2946949.0,117,115
2011,4,162,81,81,N,N,743,5559,1384,525,131.0,700,4.32,1433,110,148.0,Toronto Blue Jays,1818103.0,104,104
2011,3,161,80,81,N,N,624,5441,1319,470,106.0,577,3.58,1403,104,145.0,Washington Nationals,1940478.0,100,100
2012,3,162,81,81,N,N,734,5462,1416,539,93.0,626,3.93,1432,90,146.0,Arizona Diamondbacks,2177617.0,105,106
2012,2,162,94,68,N,N,700,5425,1341,567,101.0,549,3.42,1310,86,147.0,Atlanta Braves,2420171.0,102,101
2012,2,162,93,69,N,N,712,5560,1375,480,58.0,642,3.9,1433,106,151.0,Baltimore Orioles,2102240.0,102,103
2012,5,162,69,93,N,N,734,5604,1459,428,97.0,754,4.7,1449,101,159.0,Boston Red Sox,3043003.0,106,106
2012,2,162,85,77,N,N,748,5518,1409,461,109.0,646,4.02,1365,70,154.0,Chicago White Sox,1965955.0,106,106
2012,5,162,61,101,N,N,613,5411,1297,447,94.0,708,4.51,1399,105,148.0,Chicago Cubs,2882756.0,98,99
2012,1,162,97,65,N,N,669,5477,1377,481,87.0,540,3.34,1356,89,113.0,Cincinnati Reds,2347251.0,107,107
2012,4,162,68,94,N,N,667,5525,1385,555,110.0,766,4.78,1503,96,157.0,Cleveland Indians,1603596.0,93,95
2012,5,162,64,98,N,N,758,5577,1526,450,100.0,824,5.22,1637,122,139.0,Colorado Rockies,2630458.0,120,121
2012,1,162,88,74,Y,N,726,5476,1467,511,59.0,596,3.75,1409,99,127.0,Detroit Tigers,3028033.0,104,103
2012,6,162,55,107,N,N,583,5407,1276,463,105.0,721,4.56,1493,118,132.0,Houston Astros,1607733.0,99,101
2012,3,162,72,90,N,N,676,5636,1492,404,132.0,693,4.3,1504,113,171.0,Kansas City Royals,1739859.0,100,100
2012,3,162,89,73,N,N,767,5536,1518,449,134.0,640,4.02,1339,98,141.0,Los Angeles Angels of Anaheim,3061770.0,92,92
2012,2,162,86,76,N,N,637,5438,1369,481,104.0,538,3.34,1277,98,138.0,Los Angeles Dodgers,3324246.0,96,96
2012,5,162,69,93,N,N,609,5437,1327,484,149.0,655,4.09,1448,103,154.0,Miami Marlins,2219444.0,100,100
2012,3,162,83,79,N,N,776,5557,1442,466,158.0,682,4.22,1458,99,133.0,Milwaukee Brewers,2831385.0,104,104
2012,5,162,66,96,N,N,701,5562,1448,505,135.0,762,4.77,1536,107,188.0,Minnesota Twins,2776354.0,97,99
2012,1,162,95,67,N,N,804,5524,1462,565,93.0,617,3.84,1401,75,135.0,New York Yankees,3542406.0,103,102
2012,4,162,74,88,N,N,650,5450,1357,503,79.0,651,4.09,1368,101,135.0,New York Mets,2242803.0,96,97
2012,1,162,94,68,N,N,713,5527,1315,550,122.0,569,3.48,1360,111,135.0,Oakland Athletics,1679013.0,97,97
2012,3,162,81,81,N,N,684,5544,1414,454,116.0,618,3.83,1387,101,118.0,Philadelphia Phillies,3565718.0,102,101
2012,4,162,79,83,N,N,651,5412,1313,444,73.0,615,3.86,1357,112,126.0,Pittsburgh Pirates,2091918.0,93,94
2012,4,162,76,86,N,N,651,5422,1339,539,155.0,640,4.01,1356,121,97.0,San Diego Padres,2123721.0,92,92
2012,4,162,75,87,N,N,619,5494,1285,466,104.0,608,3.76,1359,72,155.0,Seattle Mariners,1721920.0,90,91
2012,1,162,94,68,Y,Y,718,5558,1495,483,118.0,593,3.68,1361,115,134.0,San Francisco Giants,3377371.0,88,88
2012,2,162,88,74,N,N,765,5622,1526,533,91.0,603,3.71,1420,107,149.0,St. Louis Cardinals,3262109.0,98,97
2012,3,162,90,72,N,N,697,5398,1293,571,134.0,518,3.19,1233,114,155.0,Tampa Bay Rays,1559681.0,94,93
2012,2,162,93,69,N,N,808,5590,1526,478,91.0,639,3.99,1378,85,136.0,Texas Rangers,3460280.0,112,111
2012,4,162,73,89,N,N,716,5487,1346,473,123.0,745,4.64,1439,101,167.0,Toronto Blue Jays,2099663.0,103,104
2012,1,162,98,64,N,N,731,5615,1468,479,105.0,543,3.33,1296,94,134.0,Washington Nationals,2370794.0,99,101
2013,2,162,81,81,N,N,685,5676,1468,519,62.0,651,3.92,1460,75,135.0,Arizona Diamondbacks,2134795.0,102,102
2013,1,162,96,66,N,N,688,5441,1354,542,64.0,512,3.18,1326,85,141.0,Atlanta Braves,2548679.0,104,103
2013,3,162,85,77,N,N,745,5620,1460,416,79.0,678,4.2,1438,54,165.0,Baltimore Orioles,2357561.0,106,105
2013,1,162,97,65,Y,Y,853,5651,1566,581,123.0,613,3.79,1366,80,142.0,Boston Red Sox,2833333.0,102,102
2013,5,162,63,99,N,N,598,5563,1385,411,105.0,643,3.98,1424,121,155.0,Chicago White Sox,1768413.0,107,107
2013,5,162,66,96,N,N,602,5498,1307,439,63.0,643,4.0,1332,100,129.0,Chicago Cubs,2642682.0,104,105
2013,3,162,90,72,N,N,698,5499,1370,585,67.0,554,3.38,1294,76,131.0,Cincinnati Reds,2534369.0,103,102
2013,2,162,92,70,N,N,745,5465,1391,562,117.0,611,3.82,1359,98,135.0,Cleveland Indians,1572926.0,93,94
2013,5,162,74,88,N,N,706,5599,1511,427,112.0,708,4.44,1545,90,162.0,Colorado Rockies,2793828.0,117,118
2013,1,162,93,69,N,N,796,5735,1625,531,35.0,587,3.61,1369,76,136.0,Detroit Tigers,3083397.0,106,105
2013,5,162,51,111,N,N,610,5457,1307,426,110.0,766,4.79,1530,125,168.0,Houston Astros,1651883.0,99,101
2013,3,162,86,76,N,N,648,5549,1443,422,153.0,555,3.45,1366,85,136.0,Kansas City Royals,1750754.0,103,103
2013,3,162,78,84,N,N,733,5588,1476,523,82.0,685,4.23,1475,112,135.0,Los Angeles Angels of Anaheim,3019505.0,94,94
2013,1,162,92,70,N,N,649,5491,1447,476,78.0,524,3.25,1321,109,160.0,Los Angeles Dodgers,3743527.0,95,95
2013,5,162,62,100,N,N,513,5449,1257,432,78.0,602,3.71,1376,88,144.0,Miami Marlins,1586322.0,102,103
2013,4,162,74,88,N,N,640,5474,1381,407,142.0,615,3.84,1401,114,153.0,Milwaukee Brewers,2531105.0,105,105
2013,4,162,66,96,N,N,614,5564,1346,533,52.0,733,4.55,1591,81,178.0,Minnesota Twins,2477644.0,99,101
2013,4,162,85,77,N,N,650,5449,1321,466,115.0,633,3.94,1452,69,139.0,New York Yankees,3279589.0,102,101
2013,4,162,74,88,N,N,619,5559,1318,512,114.0,618,3.77,1442,93,127.0,New York Mets,2135657.0,94,95
2013,1,162,96,66,N,N,767,5521,1403,573,74.0,574,3.56,1339,97,112.0,Oakland Athletics,1809302.0,95,93
2013,4,162,73,89,N,N,610,5456,1355,417,73.0,689,4.32,1465,97,141.0,Philadelphia Phillies,3012403.0,101,102
2013,2,162,94,68,N,N,634,5486,1346,469,94.0,533,3.26,1299,106,154.0,Pittsburgh Pirates,2256862.0,94,94
2013,3,162,76,86,N,N,618,5517,1349,467,118.0,643,3.98,1407,83,140.0,San Diego Padres,2166691.0,91,91
2013,4,162,71,91,N,N,624,5558,1318,529,49.0,702,4.31,1467,88,149.0,Seattle Mariners,1761546.0,92,92
2013,4,162,76,86,N,N,629,5552,1446,469,67.0,643,4.0,1380,107,128.0,San Francisco Giants,3326796.0,90,89
2013,1,162,97,65,Y,N,783,5557,1494,481,45.0,555,3.42,1366,75,177.0,St. Louis Cardinals,3369769.0,99,97
2013,2,163,92,71,N,N,700,5538,1421,589,73.0,608,3.74,1315,59,147.0,Tampa Bay Rays,1510300.0,96,95
2013,2,163,91,72,N,N,730,5585,1465,462,149.0,589,3.62,1370,86,146.0,Texas Rangers,3178273.0,104,103
2013,5,162,74,88,N,N,712,5537,1398,510,112.0,685,4.25,1451,111,145.0,Toronto Blue Jays,2536562.0,102,102
2013,2,162,86,76,N,N,656,5436,1365,464,88.0,576,3.59,1367,107,146.0,Washington Nationals,2652422.0,102,101
2014,5,162,64,98,N,N,615,5552,1379,398,86.0,683,4.26,1467,101,147.0,Arizona Diamondbacks,2073730.0,102,102
2014,2,162,79,83,N,N,573,5468,1316,472,95.0,547,3.38,1369,85,143.0,Atlanta Braves,2354305.0,99,99
2014,1,162,96,66,N,N,705,5596,1434,401,44.0,557,3.43,1342,87,156.0,Baltimore Orioles,2464473.0,100,100
2014,5,162,71,91,N,N,634,5551,1355,535,63.0,653,4.01,1458,92,155.0,Boston Red Sox,2956089.0,102,101
2014,4,162,73,89,N,N,660,5543,1400,417,85.0,687,4.29,1468,107,170.0,Chicago White Sox,1650821.0,100,101
2014,5,162,73,89,N,N,614,5508,1315,442,65.0,636,3.91,1398,103,137.0,Chicago Cubs,2652113.0,103,104
2014,4,162,76,86,N,N,595,5395,1282,415,122.0,576,3.59,1282,72,120.0,Cincinnati Reds,2476664.0,98,98
2014,3,162,85,77,N,N,669,5575,1411,504,104.0,581,3.56,1398,116,139.0,Cleveland Indians,1437393.0,97,97
2014,4,162,66,96,N,N,755,5612,1551,397,85.0,770,4.84,1528,106,166.0,Colorado Rockies,2680329.0,115,116
2014,1,162,90,72,N,N,757,5630,1557,443,106.0,648,4.01,1475,101,153.0,Detroit Tigers,2917209.0,105,104
2014,4,162,70,92,N,N,629,5447,1317,495,122.0,657,4.11,1437,106,151.0,Houston Astros,1751829.0,101,102
2014,2,162,89,73,Y,N,651,5545,1456,380,153.0,565,3.51,1386,104,122.0,Kansas City Royals,1956482.0,105,104
2014,1,162,98,64,N,N,773,5652,1464,492,81.0,590,3.58,1307,83,127.0,Los Angeles Angels of Anaheim,3095935.0,96,95
2014,1,162,94,68,N,N,718,5560,1476,519,138.0,554,3.4,1338,107,145.0,Los Angeles Dodgers,3782337.0,96,95
2014,4,162,77,85,N,N,645,5538,1399,501,58.0,613,3.78,1481,97,154.0,Miami Marlins,1732283.0,103,104
2014,3,162,82,80,N,N,650,5462,1366,423,102.0,594,3.67,1386,99,130.0,Milwaukee Brewers,2797384.0,102,103
2014,5,162,70,92,N,N,715,5567,1412,544,99.0,728,4.57,1588,97,136.0,Minnesota Twins,2250606.0,102,103
2014,2,162,84,78,N,N,633,5497,1349,452,112.0,605,3.75,1392,92,107.0,New York Yankees,3401624.0,100,101
2014,3,162,79,83,N,N,629,5472,1306,516,101.0,568,3.49,1370,104,158.0,New York Mets,2148808.0,94,95
2014,2,162,88,74,N,N,729,5545,1354,586,83.0,524,3.22,1269,111,150.0,Oakland Athletics,2003628.0,99,97
2014,5,162,73,89,N,N,619,5603,1356,443,109.0,619,3.79,1396,83,133.0,Philadelphia Phillies,2423852.0,100,101
2014,2,162,88,74,N,N,682,5536,1436,520,104.0,562,3.47,1341,109,148.0,Pittsburgh Pirates,2442564.0,98,97
2014,3,162,77,85,N,N,535,5294,1199,468,91.0,523,3.27,1300,101,124.0,San Diego Padres,2195373.0,91,91
2014,3,162,87,75,N,N,634,5450,1328,396,96.0,512,3.17,1240,82,139.0,Seattle Mariners,2064334.0,95,95
2014,2,162,88,74,Y,Y,665,5523,1407,427,56.0,564,3.5,1305,100,155.0,San Francisco Giants,3368697.0,95,95
2014,1,162,90,72,N,N,619,5426,1371,471,57.0,564,3.5,1321,88,145.0,St. Louis Cardinals,3540649.0,101,100
2014,4,162,77,85,N,N,612,5516,1361,527,63.0,579,3.56,1292,88,96.0,Tampa Bay Rays,1446464.0,97,97
2014,5,162,67,95,N,N,637,5460,1400,417,105.0,711,4.49,1510,106,155.0,Texas Rangers,2718733.0,101,101
2014,3,162,83,79,N,N,723,5549,1435,502,78.0,642,4.0,1400,87,130.0,Toronto Blue Jays,2375525.0,102,102
2014,1,162,96,66,N,N,686,5542,1403,517,101.0,495,3.03,1351,100,139.0,Washington Nationals,2579389.0,104,102
2015,1,162,95,67,Y,Y,724,5575,1497,383,104.0,601,3.73,1372,88,138.0,Kansas City Royals,2708549.0,104,103
2015,2,162,83,79,N,N,696,5467,1349,439,70.0,653,4.07,1506,86,150.0,Minnesota Twins,2220054.0,103,104
2015,3,161,81,80,N,N,669,5439,1395,533,86.0,584,3.67,1274,79,136.0,Cleveland Indians,1388905.0,106,106
2015,4,162,76,86,N,N,622,5533,1381,404,68.0,643,3.98,1443,101,159.0,Chicago White Sox,1755810.0,97,96
2015,5,161,74,87,N,N,689,5605,1515,455,83.0,746,4.64,1491,86,165.0,Detroit Tigers,2726048.0,97,98
2015,1,162,93,69,N,N,891,5509,1480,570,88.0,609,3.8,1353,88,145.0,Toronto Blue Jays,2794891.0,99,98
2015,2,162,87,75,N,N,764,5567,1397,554,63.0,652,4.03,1416,93,135.0,New York Yankees,3193795.0,99,101
2015,3,162,81,81,N,N,713,5485,1370,418,44.0,646,4.05,1406,77,134.0,Baltimore Orioles,2281202.0,103,104
2015,4,162,80,82,N,N,644,5485,1383,436,87.0,604,3.74,1314,95,118.0,Tampa Bay Rays,1287054.0,100,102
2015,5,162,78,84,N,N,748,5640,1495,478,71.0,694,4.31,1486,97,148.0,Boston Red Sox,2880694.0,104,107
2015,1,162,88,74,N,N,751,5511,1419,503,101.0,680,4.24,1459,119,169.0,Texas Rangers,2491875.0,102,105
2015,2,162,86,76,N,N,729,5459,1363,486,121.0,572,3.57,1308,85,131.0,Houston Astros,2153585.0,97,99
2015,3,162,85,77,N,N,661,5417,1331,435,52.0,630,3.94,1355,93,108.0,Los Angeles Angels of Anaheim,3012765.0,94,95
